J-33,0.2011,0.0281
J-34,0.0867,0.0139
J-35,0.0673,0.0115
J-36,0.2952,0.0393
J-37,0.1058,0.0162
J-38,0.0473,0.0091
J-39,0.0673,0.0115
J-40,0.0262,0.0068
J-41,0.0673,0.0115
J-42,0.0473,0.0091
J-43,0.1058,0.0162
J-46,0.0673,0.0115
J-47,0.1058,0.0162
J-48,0.1818,0.0257
J-49,0.0473,0.0091
J-51,0.1248,0.0186
J-52,0.3157,0.0417
J-55,0.0867,0.0139
J-56,0.0262,0.0068
J-57,0.3212,0.0423
J-58,0.0473,0.0091
J-59,0.2205,0.0305
J-60,0.0473,0.0091
J-61,0.0262,0.0068
J-62,0.0867,0.0139
J-63,0.1248,0.0186
J-65,0.0473,0.0091
J-66,0.0473,0.0091
J-67,0.1611,0.0232
J-68,0.0673,0.0115
J-69,0.0262,0.0068
J-70,0.0673,0.0115
J-71,0.0673,0.0115
J-72,0.0473,0.0091
J-73,0.1977,0.0277
J-74,0.0473,0.0091
J-75,0.1058,0.0162
J-76,0.0673,0.0115
J-77,0.0673,0.0115
J-78,0.142,0.0208
J-79,0.1248,0.0186
J-80,0.1058,0.0162
J-81,0.2205,0.0305
J-83,0.0673,0.0115
J-84,0.1248,0.0186
J-85,0.0473,0.0091
J-86,0.142,0.0208
J-87,0.1994,0.0279
J-88,0.2385,0.0326
J-89,0.0673,0.0115
J-90,0.2952,0.0393
J-91,0.2011,0.0281
J-92,0.2583,0.035
J-93,0.0867,0.0139
J-94,0.0262,0.0068
J-95,0.0262,0.0068
J-96,0.1248,0.0186
J-97,0.0867,0.0139
J-98,0.3006,0.04
J-99,0.1437,0.021
J-100,0.0473,0.0091
J-102,0.1437,0.021
J-103,0.1058,0.0162
J-104,0.1802,0.0255
J-105,0.0867,0.0139
J-106,0.0673,0.0115
J-107,0.2188,0.0303
J-108,0.0262,0.0068
J-109,0.0673,0.0115
J-110,0.2205,0.0305
J-111,0.0867,0.0139
J-112,0.1058,0.0162
J-113,0.0473,0.0091
J-114,0.0867,0.0139
J-115,0.2601,0.0352
J-116,0.1248,0.0186
J-117,0.0473,0.0091
J-118,0.0673,0.0115
J-119,0.0673,0.0115
J-120,0.2402,0.0329
J-121,0.1248,0.0186
J-122,0.0673,0.0115
J-123,0.407,0.0518
J-124,0.2188,0.0303
J-125,0.1058,0.0162
J-126,0.0867,0.0139
J-127,0.2683,0.0362
J-128,0.1058,0.0162
J-129,0.2802,0.0376
J-130,0.4051,0.0516
J-131,0.2483,0.0338
J-132,0.2402,0.0329
J-133,0.2802,0.0376
J-134,0.0867,0.0139
J-135,0.1248,0.0186
J-136,0.0473,0.0091
J-137,0.0673,0.0115
J-139,0.0262,0.0068
J-140,2,0
J-141,0.1058,0.0162
J-142,0.1437,0.021
J-143,0.1248,0.0186
J-144,0.0673,0.0115
J-145,0.3006,0.04
J-146,0.0473,0.0091
J-147,0.0673,0.0115
J-148,0.1437,0.021
J-149,0.1437,0.021
J-150,0.1248,0.0186
J-151,0.1058,0.0162
J-152,0.1248,0.0186
J-153,0.1248,0.0186
J-154,0.0867,0.0139
J-155,0.1818,0.0257
J-156,0.2802,0.0376
J-157,0.3212,0.0423
J-158,0.1136,0.0172
J-159,0.0673,0.0115
J-160,0.0473,0.0091
J-161,0.2483,0.0338
J-162,0.0262,0.0068
J-163,0.0673,0.0115
J-164,0.0673,0.0115
J-165,0.2011,0.0281
J-166,0.0867,0.0139
J-167,0.0867,0.0139
J-168,0.0673,0.0115
J-170,0.0673,0.0115
J-171,0.1058,0.0162
J-172,0.0673,0.0115
J-173,0.0673,0.0115
J-174,0.0473,0.0091
J-175,0.0473,0.0091
J-176,0.0262,0.0068
J-177,0.2011,0.0281
J-178,0.0673,0.0115
J-179,0.0473,0.0091
J-180,0.0867,0.0139
J-182,0.1437,0.021
J-183,0.1248,0.0186
J-184,0.0867,0.0139
J-185,0.0673,0.0115
J-186,0.1437,0.021
J-187,0.0867,0.0139
J-188,0.1058,0.0162
J-190,0.1058,0.0162
J-191,0.0473,0.0091
J-192,0.0867,0.0139
J-193,0.2205,0.0305
J-194,0.1248,0.0186
J-195,0.2385,0.0326
J-196,0.1058,0.0162
J-197,0.0673,0.0115
J-198,0.1818,0.0257
J-199,0.2402,0.0329
J-201,0.1058,0.0162
J-202,0.2011,0.0281
J-203,0.1627,0.0234
J-204,0.6111,0.0524
J-205,0.1248,0.0186
J-206,0.2802,0.0376
J-207,0.0262,0.0068
J-208,0.0262,0.0068
J-209,0.0673,0.0115
J-210,0.0473,0.0091
J-211,0.1058,0.0162
J-212,0.0262,0.0068
J-214,0.0262,0.0068
J-215,0.0262,0.0068
J-216,0.0473,0.0091
J-217,0.2011,0.0281
J-218,0.0262,0.0068
J-219,0.0473,0.0091
J-220,0.0262,0.0068
J-221,0.0473,0.0091
J-222,0.0473,0.0091
J-223,0.0673,0.0115
J-224,0.0473,0.0091
J-225,0.0753,0.0125
J-226,0.0867,0.0139
J-227,0.0473,0.0091
J-228,0.2011,0.0281
J-229,0.0473,0.0091
J-230,0.0673,0.0115
J-231,0.0473,0.0091
J-233,0.7388,0.0593
J-234,0.0473,0.0091
J-235,0.1437,0.021
J-236,0.0473,0.0091
J-237,0.1058,0.0162
J-238,0.0473,0.0091
J-239,0.0262,0.0068
J-240,0.062,0.0109
J-241,0.0867,0.0139
J-242,0.1058,0.0162
J-244,0.0673,0.0115
J-245,0.1627,0.0234
J-246,0.0262,0.0068
J-247,0.1058,0.0162
J-248,0.0473,0.0091
J-249,0.0673,0.0115
J-250,0.0473,0.0091
J-251,0.1058,0.0162
J-252,0.0673,0.0115
J-253,0.0473,0.0091
J-254,0.1627,0.0234
J-255,0.0262,0.0068
J-256,0.1058,0.0162
J-257,0.1058,0.0162
J-258,0.1007,0.0156
J-259,0.0473,0.0091
J-260,0.0673,0.0115
J-261,0.0473,0.0091
J-262,0.1627,0.0234
J-263,0.0262,0.0068
J-264,0.1627,0.0234
J-265,0.1058,0.0162
J-266,0.0673,0.0115
J-267,0.0473,0.0091
J-268,0.1818,0.0257
J-269,0.2011,0.0281
J-270,0.1248,0.0186
J-271,0.1437,0.021
J-272,0.0473,0.0091
J-273,0.0673,0.0115
J-274,0.0473,0.0091
J-275,0.1058,0.0162
J-276,0.0473,0.0091
J-277,0.0262,0.0068
J-278,0.0262,0.0068
J-279,0.0673,0.0115
J-280,0.1818,0.0257
J-282,0.0673,0.0115
J-283,0.0473,0.0091
J-284,0.1818,0.0257
J-285,0.0867,0.0139
J-286,0.0673,0.0115
J-287,0.0473,0.0091
J-288,0.0262,0.0068
J-289,0.0473,0.0091
J-290,0.0673,0.0115
J-291,0.1058,0.0162
J-292,0.0673,0.0115
J-293,0.0673,0.0115
J-294,0.0673,0.0115
J-295,0.0867,0.0139
J-296,0.0673,0.0115
J-297,0.0673,0.0115
J-298,0.2748,0.037
J-299,0.0473,0.0091
J-300,0.2205,0.0305
J-301,0.0673,0.0115
J-302,0.0473,0.0091
J-303,0.0673,0.0115
J-304,0.0673,0.0115
J-305,0.0673,0.0115
J-306,0.0867,0.0139
J-307,0.0473,0.0091
J-308,0.0867,0.0139
J-309,0.0473,0.0091
J-310,0.0673,0.0115
J-311,0.0867,0.0139
J-312,0.0673,0.0115
J-313,0.1248,0.0186
J-314,0.1248,0.0186
J-315,0.1248,0.0186
J-316,0.142,0.0208
J-317,0.0473,0.0091
J-318,0.0673,0.0115
J-319,0.0673,0.0115
J-320,0.2802,0.0376
J-321,0.2011,0.0281
J-322,0.1248,0.0186
J-323,0.1818,0.0257
J-324,0.1248,0.0186
J-325,0.273,0.0368
J-326,0.0867,0.0139
J-327,0.0867,0.0139
J-328,0.1802,0.0255
J-329,0.0673,0.0115
J-330,0.0673,0.0115
J-331,0.1248,0.0186
J-332,0.1627,0.0234
J-333,0.0867,0.0139
J-334,0.0673,0.0115
J-335,0.0867,0.0139
J-336,0.0673,0.0115
J-337,0.0673,0.0115
J-338,0.0673,0.0115
J-339,0.2011,0.0281
J-340,0.0867,0.0139
J-341,0.0867,0.0139
J-342,0.0673,0.0115
J-343,0.0867,0.0139
J-344,0.1058,0.0162
J-345,0.2011,0.0281
J-346,0.0673,0.0115
J-347,0.1058,0.0162
J-348,0.1058,0.0162
J-349,0.1058,0.0162
J-350,0.1058,0.0162
J-351,0.0673,0.0115
J-352,0.0867,0.0139
J-353,0.1248,0.0186
J-354,0.2205,0.0305
J-355,0.0473,0.0091
J-356,0.1437,0.021
J-357,0.1437,0.021
J-358,0.0867,0.0139
J-359,0.0867,0.0139
J-360,0.1818,0.0257
J-361,0.1818,0.0257
J-362,0.1058,0.0162
J-363,0.2802,0.0376
J-364,0.196,0.0275
J-365,0.1248,0.0186
J-366,0.1994,0.0279
J-367,0.0867,0.0139
J-368,0.1058,0.0162
J-369,0.1818,0.0257
J-370,0.1058,0.0162
J-371,0.1818,0.0257
